	struct	inchi_key	method	status
917	C(CO)(CNC(C(CO)=O)CN)=O	NDWIFVXDENHWTB-UHFFFAOYSA-N	chemaxon	valid
918	C(C(CN)NCC(C(CO)O)=O)=O	RFCCAHWZNIZXEL-UHFFFAOYSA-N	chemaxon	valid
919	C(CNCC(CO)=O)(C(CO)N)=O	XYFQKAOLQRMGLZ-UHFFFAOYSA-N	chemaxon	valid
920	C(C(CN)NC(CO)C(C=O)O)=O	YPGYRLSLDBBGNA-UHFFFAOYSA-N	chemaxon	valid
921	C(CC(C=O)NCC=O)=O	XKNXPGSGKRIFIX-UHFFFAOYSA-N	chemaxon	valid
922	C(CNCC(C(C)=O)=O)=O	ACULOPMNOLHAEN-UHFFFAOYSA-N	chemaxon	valid
923	C(CNC(C(C=O)=O)C)=O	SSEHXCPNJAYHON-UHFFFAOYSA-N	chemaxon	valid
924	C(CNC(C(CO)=O)C)=O	XCWFCVGUXCENLG-UHFFFAOYSA-N	chemaxon	valid
925	C(CNCC(CC(CO)=O)=O)=O	JWNQKBWLVSWVMP-UHFFFAOYSA-N	chemaxon	valid
926	C(C(CC(C=O)O)NCC=O)=O	UHTYYJICOFQSDD-UHFFFAOYSA-N	chemaxon	valid
927	C(C(CCO)NCC=O)=O	BCBHFTLVSCCMMB-UHFFFAOYSA-N	chemaxon	valid
928	C(CNCC(C(C(C)=O)O)=O)=O	IKERREYWDYUOFK-UHFFFAOYSA-N	chemaxon	valid
929	C(C(C)NCC=O)(C(C=O)O)=O	JZXZWSBTNBCCSO-UHFFFAOYSA-N	chemaxon	valid
930	C(CNCC(C=O)=O)=O	ZYSRBPDRPPEAQA-UHFFFAOYSA-N	chemaxon	valid
931	C(CNCC(C=O)=O)(C(CO)O)=O	QXWISIKGZBILIF-UHFFFAOYSA-N	chemaxon	valid
932	C(C(C(CO)NCC(C=O)=O)O)=O	CPRSUGACAQDPIB-UHFFFAOYSA-N	chemaxon	valid
933	C(C(C)NCC=O)=O	GBOJREJCNYJBBT-UHFFFAOYSA-N	chemaxon	valid
934	C(C(C)NCC(C(CO)O)=O)=O	CKHOVIBQYDPCDQ-UHFFFAOYSA-N	chemaxon	valid
935	C(C(C)NC(CO)C(C=O)O)=O	YTRKWEYJUBWAIR-UHFFFAOYSA-N	chemaxon	valid
936	C(CC(CNCC=O)=O)=O	WZBPKMUVUBNOSU-UHFFFAOYSA-N	chemaxon	valid
937	C(C(C(CNCC=O)=O)O)=O	VDGBDTQQGQJAFV-UHFFFAOYSA-N	chemaxon	valid
938	C(C(C(CO)O)NCC=O)=O	TUTZJMYSGHJPQJ-UHFFFAOYSA-N	chemaxon	valid
939	C(CNC(C(CO)=O)CO)=O	BLFFPJTYWVTAHQ-UHFFFAOYSA-N	chemaxon	valid
940	C(CNC(C(CO)=O)CN)=O	QTDGYLRDGBGVQW-UHFFFAOYSA-N	chemaxon	valid
941	C(C(CCC(C=O)=O)NCC=O)=O	WPDNLUWRWYVIEK-UHFFFAOYSA-N	chemaxon	valid
942	C(C(C)NCC=O)(CC(C=O)=O)=O	LJGGDPIDETXGSL-UHFFFAOYSA-N	chemaxon	valid
943	C(CC(CC(C=O)NCC=O)=O)=O	VMEUWWWLZPAKSB-UHFFFAOYSA-N	chemaxon	valid
944	C(CNC(C(C(C)=O)=O)CC=O)=O	GDXMURYADODZMQ-UHFFFAOYSA-N	chemaxon	valid
945	C(CC(C(C(C)NCC=O)=O)=O)=O	XIHXKXDZUJWMET-UHFFFAOYSA-N	chemaxon	valid
946	C(CC(C(CC=O)NCC=O)=O)=O	RBRLFSAMFFWOGR-UHFFFAOYSA-N	chemaxon	valid
947	C(CNCC(C(CC(C)=O)=O)=O)=O	QCOPHRGCFCHSQB-UHFFFAOYSA-N	chemaxon	valid
948	C(CNC(C(C=O)=O)CC(C)=O)=O	TYHKWKGXUHNJDS-UHFFFAOYSA-N	chemaxon	valid
949	C(CNCC(C(CCC=O)=O)=O)=O	NPGVOZSSKYJUAS-UHFFFAOYSA-N	chemaxon	valid
950	C(CCC(C(C=O)=O)NCC=O)=O	AYPMMYFFLKLYES-UHFFFAOYSA-N	chemaxon	valid
951	C(CNCC(CC(C(C)=O)=O)=O)=O	BXMGCJAPLLWYAW-UHFFFAOYSA-N	chemaxon	valid
952	C(CC(CC(CNCC=O)=O)=O)=O	XGRYKQXTKMHYOV-UHFFFAOYSA-N	chemaxon	valid
953	C(CNCC(C(C=CCO)=O)=O)=O	VFRDAWLNYXSIAS-UHFFFAOYSA-N	chemaxon	valid
954	C(CNC(C=CCO)C(C=O)=O)=O	KPFHPRMSYMGZAB-UHFFFAOYSA-N	chemaxon	valid
955	C(CNC(C(CO)=O)C=CC=O)=O	MGHAGLIKPQTLFH-UHFFFAOYSA-N	chemaxon	valid
956	C(CNCC(C(C(C=C)=O)O)=O)=O	HRHQCBMOYVDFMR-UHFFFAOYSA-N	chemaxon	valid
957	C(C(C=O)O)(C(C=C)NCC=O)=O	OCBLMYBJJHUUJI-UHFFFAOYSA-N	chemaxon	valid
958	C(CNCC(C=CC(CO)=O)=O)=O	STJPUWXWLQWKCS-UHFFFAOYSA-N	chemaxon	valid
959	C(C(C=CC(C=O)O)NCC=O)=O	WZMMQNCODRWLBP-UHFFFAOYSA-N	chemaxon	valid
960	C(CNCC(C(C=CC=O)O)=O)=O	RYHMZLAIGOODMT-UHFFFAOYSA-N	chemaxon	valid
961	C(CNCC=O)(C(CO)N)=O	MAHYCVYRGZNDCE-UHFFFAOYSA-N	chemaxon	valid
962	C1(C(C(C(CO)C1N)O)O)=O	WWEADSYJCGZBHX-UHFFFAOYSA-N	chemaxon	valid
963	C(C(C(C(C(CO)O)O)=O)N)=O	RVJXFUBHTHEPDK-UHFFFAOYSA-N	chemaxon	valid
964	C(C(CN)N)=O	JYCJAOVOWUTEAU-UHFFFAOYSA-N	chemaxon	valid
965	C(C(CC(C=O)O)N)=O	HXOKGWXTHIYGSH-UHFFFAOYSA-N	chemaxon	valid
966	C(C(CCO)N)=O	NWMXZVPFSSYQBI-UHFFFAOYSA-N	chemaxon	valid
967	C(C(C(C(C)N)=O)O)=O	WSPPYPPNHFFVKN-UHFFFAOYSA-N	chemaxon	valid
968	C(C(C)N)=O	QPMCUNAXNMSGTK-UHFFFAOYSA-N	chemaxon	valid
969	C(C(C(CO)N)=O)(CCO)=O	PVZBDDWKMQRQJO-UHFFFAOYSA-N	chemaxon	valid
970	C(C(C(C(CCO)O)N)=O)=O	QOAZNRCWCLJOMB-UHFFFAOYSA-N	chemaxon	valid
971	C(C(C(CC(CN)=O)O)O)=O	YREAXOMMEKHATC-UHFFFAOYSA-N	chemaxon	valid
972	C(C(CO)N)(C(C(C)=O)O)=O	XYZBSEKWTURRJA-UHFFFAOYSA-N	chemaxon	valid
973	C(C(C(C(C(C)O)N)=O)O)=O	SKSNHVPJBDVRJJ-UHFFFAOYSA-N	chemaxon	valid
974	C(C(C(C(C(CO)O)O)N)N)=O	MHLLXJQXRRXAQH-UHFFFAOYSA-N	chemaxon	valid
975	C(C(CO)O)(C(C(CO)N)N)=O	LICFQODSDBEBBO-UHFFFAOYSA-N	chemaxon	valid
976	C(C(CO)O)(C(C(CN)N)N)=O	FLBJIWQPRPWIJA-UHFFFAOYSA-N	chemaxon	valid
977	C(CC(C(C(CO)=O)N)N)=O	BQCMAHZIWLBWFQ-UHFFFAOYSA-N	chemaxon	valid
978	C(CO)(C(CC(CN)=O)N)=O	GNORGKJEZRSQLB-UHFFFAOYSA-N	chemaxon	valid
979	C(C(C(CC(C=O)O)N)N)=O	NMLYWNPXLFTKFZ-UHFFFAOYSA-N	chemaxon	valid
980	C(C(C(CN)N)=O)(CCO)=O	ZTISAVWDOYAJIP-UHFFFAOYSA-N	chemaxon	valid
981	C(C(CN)=O)(C(CCO)N)=O	CILNIPRHSCKGPN-UHFFFAOYSA-N	chemaxon	valid
982	C(C(C(C(CCO)N)N)=O)=O	AEUBJNARCPQVBY-UHFFFAOYSA-N	chemaxon	valid
983	C(C(CN)N)(CC(CO)=O)=O	YSLBZCYQVPBUGG-UHFFFAOYSA-N	chemaxon	valid
984	C(C(CC(C(CN)=O)O)N)=O	NYBJLGRAXQISLQ-UHFFFAOYSA-N	chemaxon	valid
985	C(C(CN)N)(C(C(C)=O)O)=O	HRIUBHUGZDXPCF-UHFFFAOYSA-N	chemaxon	valid
986	C(C(C)N)(C(C(CN)=O)O)=O	STAJTDIHELMZNZ-UHFFFAOYSA-N	chemaxon	valid
987	C(C(C(C(C(C)N)N)=O)O)=O	VWJUYFBCCUVDGH-UHFFFAOYSA-N	chemaxon	valid
988	C(CC(C(C(CN)N)=O)O)=O	RRKDRIUVJSSNSP-UHFFFAOYSA-N	chemaxon	valid
989	C(C(CC(C(CO)O)O)N)=O	QDZDTHZHDAHQMY-UHFFFAOYSA-N	chemaxon	valid
990	C(C(CO)O)(C(CCO)N)=O	PPBGBVSDBIIHNT-UHFFFAOYSA-N	chemaxon	valid
991	C(CO)(C(CC(CO)O)N)=O	SODQYJVTCYKLAR-UHFFFAOYSA-N	chemaxon	valid
992	C(C(C(CO)O)O)(C(C)N)=O	WWKIPBAJWABGCR-UHFFFAOYSA-N	chemaxon	valid
993	C(CN)(C(C(CCO)O)O)=O	XCRJUZHXMOHAJN-UHFFFAOYSA-N	chemaxon	valid
994	C(CC(C(C(CO)O)=O)N)(O)=O	QKYNNXPMSUMYEH-UHFFFAOYSA-N	chemaxon	valid
995	C(C(C(CC(CO)O)N)=O)(O)=O	HSNNUGZRBOVZNW-UHFFFAOYSA-N	chemaxon	valid
996	C(C(CC(C(CO)=O)N)O)(O)=O	ZKDMTBVEJAWNQB-UHFFFAOYSA-N	chemaxon	valid
997	C(C(C(C(CCO)N)=O)O)(O)=O	CORWXPSDZGBNRY-UHFFFAOYSA-N	chemaxon	valid
998	C(C(CC(C(C(O)=O)O)O)N)=O	OECHAPXIRRXIGI-UHFFFAOYSA-N	chemaxon	valid
999	C(C(C(C(O)=O)O)O)(C(C)N)=O	LWWCWGNHHMUGKO-UHFFFAOYSA-N	chemaxon	valid
1000	C(CC(C(C(CN)=O)O)O)(O)=O	USUOPIFTOOVXNZ-UHFFFAOYSA-N	chemaxon	valid
1001	C(C(CO)N)(CC(CN)=O)=O	HTPCMKNTPHQSJB-UHFFFAOYSA-N	chemaxon	valid
1002	C(CCO)(C(C(CN)=O)N)=O	FDSCWYGTLDZMDL-UHFFFAOYSA-N	chemaxon	valid
1003	C(C)(C(C(C(CN)=O)O)N)=O	MQYBFNUNOPFKFG-UHFFFAOYSA-N	chemaxon	valid
1004	C(C(CCC(C=O)=O)N)=O	OEISFZPNDUUUCF-UHFFFAOYSA-N	chemaxon	valid
1005	C(C(C)N)(CC(C=O)=O)=O	MVPFVTHPYHZNCB-UHFFFAOYSA-N	chemaxon	valid
1006	C(CC(CC(C=O)N)=O)=O	IQOXZMWZUZFNDX-UHFFFAOYSA-N	chemaxon	valid
1007	C(CC(C(C(C)=O)=O)N)=O	BRTKXZOMGUZQOP-UHFFFAOYSA-N	chemaxon	valid
1008	C(CC(C(C(C)N)=O)=O)=O	KJWLCRIYUMDRJS-UHFFFAOYSA-N	chemaxon	valid
1009	C(CC(C(CC=O)N)=O)=O	QUZOIGLPDMJECM-UHFFFAOYSA-N	chemaxon	valid
1010	C(C)(CC(C(CN)=O)=O)=O	FWDJYJWPBFFEAV-UHFFFAOYSA-N	chemaxon	valid
1011	C(C)(CC(C(C=O)=O)N)=O	NEIGXAFZNMWNLX-UHFFFAOYSA-N	chemaxon	valid
1012	C(CCC(C(CN)=O)=O)=O	AGWWGOGUAOKZGT-UHFFFAOYSA-N	chemaxon	valid
1013	C(CCC(C(C=O)=O)N)=O	CHLJVDBEVWESTF-UHFFFAOYSA-N	chemaxon	valid
1014	C(CN)(CC(C(C)=O)=O)=O	GLJVOQNCFSPWRV-UHFFFAOYSA-N	chemaxon	valid
1015	C(CC(CC(CN)=O)=O)=O	XVOBESAWXCZDDE-UHFFFAOYSA-N	chemaxon	valid
1016	C(CN)(C(CC(CO)=O)N)=O	UTNAXTYUEYCYCJ-UHFFFAOYSA-N	chemaxon	valid
1017	C(C(CC(C(C=O)O)N)N)=O	ILOGTAWORGGLAT-UHFFFAOYSA-N	chemaxon	valid
1018	C(CN)(C(C(C(C)=O)O)N)=O	RTROPVDKYJPRNG-UHFFFAOYSA-N	chemaxon	valid
1019	C(C(C(C=O)O)N)(C(C)N)=O	VWRBTUQFPZPGNN-UHFFFAOYSA-N	chemaxon	valid
1020	C(CC(C(C(CN)=O)N)O)=O	DKHLEEISZKTOQM-UHFFFAOYSA-N	chemaxon	valid
1021	C1(C(C(CO)O)OCC1N)=O	AARFLLSQJJEBPF-UHFFFAOYSA-N	chemaxon	valid
1022	C1(C(CC(C(CO)O)O1)N)=O	YFOCVDRXKZVXCT-UHFFFAOYSA-N	chemaxon	valid
1023	C1(C(C(CO)OCC1N)O)=O	RRTJDCTXBJRFJY-UHFFFAOYSA-N	chemaxon	valid
1024	C1(C(CC(C(CO)O1)O)N)=O	CEOKHOJJPUVGDE-UHFFFAOYSA-N	chemaxon	valid
1025	C1(C(CO)OC(CC1N)O)=O	ZQRPDRQBFLRMNW-UHFFFAOYSA-N	chemaxon	valid
1026	C1(C(O)OC(CO)CC1N)=O	PJWZQNPOBZMWFP-UHFFFAOYSA-N	chemaxon	valid
1027	C1(C(C(COCC1N)O)O)=O	NBOSQXLWIUFCQL-UHFFFAOYSA-N	chemaxon	valid
1028	C1(C(CC(C(CO1)O)O)N)=O	LWLIUVFLPANTIA-UHFFFAOYSA-N	chemaxon	valid
1029	C1(C(COC(CC1N)O)O)=O	ZXMNWENHCNUHCA-UHFFFAOYSA-N	chemaxon	valid
1030	C1(C(O)OCC(CC1N)O)=O	XAYAXRLQGVMVJZ-UHFFFAOYSA-N	chemaxon	valid
1031	C1(COC(C(CC1N)O)O)=O	VIPMMHSLLNZOIL-UHFFFAOYSA-N	chemaxon	valid
1032	C1(C(C(O)OCCC1N)O)=O	BBMWJOPESGNWAX-UHFFFAOYSA-N	chemaxon	valid
1033	C(CO)=CC(C(CN)=O)=O	AMNICOWCRJHFKF-UHFFFAOYSA-N	chemaxon	valid
1034	C(C(C(C=O)=O)N)=CCO	AXABWMBQTCYEII-UHFFFAOYSA-N	chemaxon	valid
1035	C(CO)(C(C=CC=O)N)=O	OIYZPPMUTHSOQX-UHFFFAOYSA-N	chemaxon	valid
1036	C(CN)(C(C(C=C)=O)O)=O	XYDODEYNXCZZHO-UHFFFAOYSA-N	chemaxon	valid
1037	C(C(C(C(C=C)N)=O)O)=O	IBQFTBMZDPEJCV-UHFFFAOYSA-N	chemaxon	valid
1038	C(C=CC(CN)=O)(CO)=O	DJWRWDVHHAIXHF-UHFFFAOYSA-N	chemaxon	valid
1039	C(C(C=CC(C=O)N)O)=O	OFGQTJCOLZYNIC-UHFFFAOYSA-N	chemaxon	valid
1040	C(CN)(C(C=CC=O)O)=O	RDKWOTFHCZLAPF-UHFFFAOYSA-N	chemaxon	valid
1041	C(C(CO)O)=C(C(CN)=O)N	OAZKBGOZUDHKHM-UHFFFAOYSA-N	chemaxon	valid
1042	C(CN)(C(CO)N)=O	VIXZLXUEUNVHID-UHFFFAOYSA-N	chemaxon	valid
1043	C(C(C(C(C(CO)O)N)O)N)=O	BCHSITVTOAFIPR-UHFFFAOYSA-N	chemaxon	valid
1044	C(C(C(CO)O)N)(C(CO)N)=O	HXUUUPZHLKYNLI-UHFFFAOYSA-N	chemaxon	valid
1045	C(C(C(CO)O)N)(C(CN)N)=O	IOAKJBORFDXKNR-UHFFFAOYSA-N	chemaxon	valid
1046	C(CC(C(C(CO)N)=O)N)=O	RFQFMYNUNBYIDL-UHFFFAOYSA-N	chemaxon	valid
1047	C(C(CN)=O)(CC(CO)N)=O	SVVSGHPLYTUVQX-UHFFFAOYSA-N	chemaxon	valid
1048	C(C(C(CC(CO)N)N)=O)=O	FGAUULSOUSWSCB-UHFFFAOYSA-N	chemaxon	valid
1049	C(C(CC(C(CO)=O)N)N)=O	HFOMBFMXNFZHIF-UHFFFAOYSA-N	chemaxon	valid
1050	C(C(CN)O)(CC(CN)=O)=O	ORCZPHYEBXTUCR-UHFFFAOYSA-N	chemaxon	valid
1051	C(C(CC(C(CN)=O)N)O)=O	FUCIIFRMOCRASB-UHFFFAOYSA-N	chemaxon	valid
1052	C(C(C(C(CCO)N)=O)N)=O	RUFJLNIDDZONKD-UHFFFAOYSA-N	chemaxon	valid
1053	C(CCN)(C(C(CN)=O)O)=O	GJBNGFRZPMWHOU-UHFFFAOYSA-N	chemaxon	valid
1054	C(C(C(C(CCN)N)=O)O)=O	KEJWUMSQDMIIKN-UHFFFAOYSA-N	chemaxon	valid
1055	C(CC(C(C(CN)=O)O)N)=O	VBBYBBCTOMBNAH-UHFFFAOYSA-N	chemaxon	valid
1056	C(CN)(C1(CC(CO1)O)O)=O	JECDLNJWUXQAPD-UHFFFAOYSA-N	chemaxon	valid
1057	C(CN)(C1C(CC(O1)O)O)=O	URIHWVABFGZJJB-UHFFFAOYSA-N	chemaxon	valid
1058	C(CNCC=O)=O	GTTKBWOPWPYBST-UHFFFAOYSA-N	chemaxon	valid
1059	C(CNCC=O)(C(CO)O)=O	UAOKRFJFLAUQNR-UHFFFAOYSA-N	chemaxon	valid
1060	C(C(C(CO)NCC=O)O)=O	GECVMGDGBBOZSR-UHFFFAOYSA-N	chemaxon	valid
1061	C(C1C(C(C(C1O)O)O)O)O	VSWOJWCCFGZYAC-UHFFFAOYSA-N	chemaxon	valid
1062	C(C(CO)O)O	PEDCQBHIVMGVHV-UHFFFAOYSA-N	database	valid
1063	CO	OKKJLVBELUTLKV-UHFFFAOYSA-N	database	valid
1064	CCO	LFQSCWFLJHTTHZ-UHFFFAOYSA-N	database	valid
1065	C(C(C(CC(CO)O)O)O)=O	FRJOXJBNQDZEBI-UHFFFAOYSA-N	chemaxon	valid
1066	C(CN)O	HZAXFHJVJLSVMW-UHFFFAOYSA-O	database	valid
1067	C(C(C(C(C(CO)N)O)O)O)O	FQORWEQXRQVPBZ-UHFFFAOYSA-N	chemaxon	valid
1068	C(C(C(CC(CO)N)O)O)=O	LUKARBBJDBVGFL-UHFFFAOYSA-N	chemaxon	valid
1069	C(C(C(C(CCO)O)O)O)O	LWWIYCLYWKAKRR-UHFFFAOYSA-N	chemaxon	valid
1070	C(C(C(C(CCO)O)O)O)(O)=O	VAJQHYPITCSKAO-UHFFFAOYSA-N	chemaxon	valid
1071	C(CC(C(C(CO)O)O)O)(O)=O	PALQXFMLVVWXFD-UHFFFAOYSA-N	chemaxon	valid
1072	C(C1(C(C(CC1O)O)O)O)O	YSCIWCVUALZTQT-UHFFFAOYSA-N	chemaxon	valid
1073	C(C(C(CO)O)(C(CO)O)O)O	VIQLKPMMHCXYIW-UHFFFAOYSA-N	chemaxon	valid
1074	C(C(C(CO)O)N)(CCO)=O	BMAXTHBTDTXLBR-UHFFFAOYSA-N	chemaxon	valid
1075	C(C(CO)N)(CC(CO)O)=O	YSYQYPQQFOSFQF-UHFFFAOYSA-N	chemaxon	valid
1076	C(C)(C(C(C(CO)O)O)N)=O	IDZXXKFLINFCTM-UHFFFAOYSA-N	chemaxon	valid
1077	C(CCO)(CC(CO)=O)=O	XVRGZYIKYHMCOD-UHFFFAOYSA-N	chemaxon	valid
1078	C(CO)(CCC(CO)=O)=O	MPFCGKYBRQVYAL-UHFFFAOYSA-N	chemaxon	valid
1079	C(C(CC(CCO)O)=O)=O	IFJWLXOSVFJMQF-UHFFFAOYSA-N	chemaxon	valid
1080	C(C(CCO)=O)(CCO)=O	QFCZXVRGGJXBIO-UHFFFAOYSA-N	chemaxon	valid
1081	C(CCO)(C(C(C)=O)O)=O	PYKSIKHWBUKGDK-UHFFFAOYSA-N	chemaxon	valid
1082	C(CC(C(CCO)O)=O)=O	IZJZCGNXOUFTBH-UHFFFAOYSA-N	chemaxon	valid
1083	C(C(CO)O)(CC(C)=O)=O	RCEYQDBQWQEYMC-UHFFFAOYSA-N	chemaxon	valid
1084	C(CCC=O)(C(CO)O)=O	DMCUSMVCGUNUBL-UHFFFAOYSA-N	chemaxon	valid
1085	C(C(C(CCCO)=O)O)=O	BGSTZYWZOJFKAC-UHFFFAOYSA-N	chemaxon	valid
1086	C(C(C)=O)(CC(CO)O)=O	WLPHOQAEOJPJID-UHFFFAOYSA-N	chemaxon	valid
1087	C(CC(CC(CO)O)=O)=O	NSYZRJSQVFGEEX-UHFFFAOYSA-N	chemaxon	valid
1088	C(CC(C=O)O)(CCO)=O	HPXZKKFBTJNMNG-UHFFFAOYSA-N	chemaxon	valid
1089	C(CO)(CC(C(CO)O)N)=O	BEWSSFYXBHVLRR-UHFFFAOYSA-N	chemaxon	valid
1090	C(C)(C(C(C(CO)O)N)O)=O	WSRRLRSCIJTNIB-UHFFFAOYSA-N	chemaxon	valid
1091	C(CC(C(C(CO)O)N)O)=O	WCLOIEVAMMWGKD-UHFFFAOYSA-N	chemaxon	valid
1092	C(C(C(C(CCO)O)N)O)=O	KNPNPUTYTJWUHS-UHFFFAOYSA-N	chemaxon	valid
1093	C(CC1C(C(C(O)O1)O)O)O	WRYOEBBYARWGSI-UHFFFAOYSA-N	chemaxon	valid
1094	C(C(CO)O)=CC(CO)=O	JRGCJZUUVRTGIZ-UHFFFAOYSA-N	chemaxon	valid
1095	C(CO)=CC(C(CO)O)=O	WTJVBDMTLZBIGT-UHFFFAOYSA-N	chemaxon	valid
1096	C=CC(C(C(CO)O)O)=O	VEDHYTPQIAWTBD-UHFFFAOYSA-N	chemaxon	valid
1097	C(C(C(CO)O)O)=CC=O	FWHVARNGXXGMQK-UHFFFAOYSA-N	chemaxon	valid
1098	C(C(C(C=CCO)O)O)=O	WJVUIZPDQGFJAP-UHFFFAOYSA-N	chemaxon	valid
1099	C(CO)=C(C(C(CO)O)O)N	JWGMAXCTJQAGEQ-UHFFFAOYSA-N	chemaxon	valid
1100	C(C(CO)O)=C(C(CO)O)N	JQICRFWOKBMEKB-UHFFFAOYSA-N	chemaxon	valid
1101	C(C(C(CO)O)N)O	PMLGQXIKBPFHJZ-UHFFFAOYSA-N	chemaxon	valid
1102	C(C(C(CO)N)O)(CCO)=O	GKWKFYXNDYBMFO-UHFFFAOYSA-N	chemaxon	valid
1103	C(C(CO)O)(CC(CO)N)=O	BEIKZAVYVGLVIE-UHFFFAOYSA-N	chemaxon	valid
1104	C(C(CN)O)(CC(CO)O)=O	YTQLPHRJAPRIGW-UHFFFAOYSA-N	chemaxon	valid
1105	C(C(C(CO)O)O)(CCN)=O	BUOQXFNZBCFZOW-UHFFFAOYSA-N	chemaxon	valid
1106	C(CC(C(C(CO)O)O)N)=O	OOPGJQLONRQSOE-UHFFFAOYSA-N	chemaxon	valid
1107	C(C(C(C(CCO)N)O)O)=O	JYHPEDPKFLAFBR-UHFFFAOYSA-N	chemaxon	valid
1108	C(C1(CC(C(CO)O1)O)O)O	FSOZSKCETOKJSE-UHFFFAOYSA-N	chemaxon	valid
1109	C1C(C(C(CCO)(O)O1)O)O	IXNUVUJOIAMJCY-UHFFFAOYSA-N	chemaxon	valid
1110	C1C(CC(C(CO)O)(O)O1)O	NVSADBZHHBPFAA-UHFFFAOYSA-N	chemaxon	valid
1111	CC1(C(C(C(CO)O1)O)O)O	OWUVXYXYMJSAKF-UHFFFAOYSA-N	chemaxon	valid
1112	C(C(C1C(CC(O)O1)O)O)O	GJVJUCHZHYDRCU-UHFFFAOYSA-N	chemaxon	valid
1113	C1C(C(CC(CO)(O)O1)O)O	JEKRTNJYWCVAON-UHFFFAOYSA-N	chemaxon	valid
1114	C(C1C(C(CC(O)O1)O)O)O	PMMURAAUARKVCB-UHFFFAOYSA-N	chemaxon	valid
1115	C(C1C(C(C(C1O)O)O)O)(O)=O	TVVLGBFXXRXSFG-UHFFFAOYSA-N	chemaxon	valid
1116	C(C(C(C(C(CO)O)O)O)=O)(O)=O	VBUYCZFBVCCYFD-UHFFFAOYSA-M	database	valid
1117	C(C(CO)O)(O)=O	RBNPOMFGQQGHHO-UHFFFAOYSA-M	database	valid
1118	C(O)=O	BDAGIHXWWSANSR-UHFFFAOYSA-M	database	valid
1119	C(C(CCO)=O)(O)=O	PUWWONYMIXRVQF-UHFFFAOYSA-M	database	valid
1120	C(C(CC=O)O)(O)=O	XJFSDAQUZXSRMY-UHFFFAOYSA-M	database	valid
1121	C(C)(O)=O	QTBSBXVTEAMEQO-UHFFFAOYSA-M	database	valid
1122	C(C(CC(C(C=O)O)O)O)(O)=O	SJGCYIQBIIGHFY-UHFFFAOYSA-N	chemaxon	valid
1123	C(CN)(O)=O	DHMQDGOQFOQNFH-UHFFFAOYSA-N	database	valid
1124	C(C(C(C(C(CO)O)O)O)N)(O)=O	UFYKDFXCZBTLOO-UHFFFAOYSA-N	chemaxon	valid
1125	C(C(CC(C(C=O)O)O)N)(O)=O	JJDUSPXCUCTBMF-UHFFFAOYSA-N	chemaxon	valid
1126	C(CC(C(C(C(O)=O)O)O)O)(O)=O	MNXMSEODEAFJKH-UHFFFAOYSA-N	chemaxon	valid
1127	C(C1(C(C(CC1O)O)O)O)(O)=O	SMRBFWJIQVKQAH-UHFFFAOYSA-N	chemaxon	valid
1128	C(C(C(CO)O)(C(CO)O)O)(O)=O	VNAWORGMEKOKAE-UHFFFAOYSA-N	chemaxon	valid
1129	C(CC(C(C(CO)O)N)=O)(O)=O	GGFLGRFMGZFYEL-UHFFFAOYSA-N	chemaxon	valid
1130	C(C(C(CC(CO)O)=O)N)(O)=O	QBQVAHRIDGDBNE-UHFFFAOYSA-N	chemaxon	valid
1131	C(CC(C(O)=O)O)(C(CO)N)=O	DYRHWICOSDMZOM-UHFFFAOYSA-N	chemaxon	valid
1132	C(C(C(C(O)=O)O)N)(CCO)=O	JCKNOULNBJXHQQ-UHFFFAOYSA-N	chemaxon	valid
1133	C(C(C(C(C(C)=O)N)O)O)(O)=O	MVUUAJLLFHLOFF-UHFFFAOYSA-N	chemaxon	valid
1134	C(CCO)(CC(C(O)=O)=O)=O	CEZQNXXURSCOPQ-UHFFFAOYSA-N	chemaxon	valid
1135	C(CO)(CCC(C(O)=O)=O)=O	MMLGKSQQXHJURG-UHFFFAOYSA-N	chemaxon	valid
1136	C(C)(C(CC(C(O)=O)=O)O)=O	UNNXETBYZJUSOB-UHFFFAOYSA-M	database	valid
1137	C(CC(CC(C(O)=O)=O)O)=O	HEMDAQGWFLXSPS-UHFFFAOYSA-N	chemaxon	valid
1138	C(CC(CC(C=O)=O)O)(O)=O	OXOOUJIJAPRVEF-UHFFFAOYSA-N	chemaxon	valid
1139	C(CC(C(CCO)=O)=O)(O)=O	OETQYDARHXTSTG-UHFFFAOYSA-N	chemaxon	valid
1140	C(CC(CC(CO)=O)=O)(O)=O	RBZCXDSFBBEVCR-UHFFFAOYSA-N	chemaxon	valid
1141	C(CC(C(C(C)=O)O)=O)(O)=O	DYPXFLQMLYKCJM-UHFFFAOYSA-N	chemaxon	valid
1142	C(CC(C(CC=O)O)=O)(O)=O	ZIMAWMNUWZBIFX-UHFFFAOYSA-N	chemaxon	valid
1143	C(CC(C(CC(O)=O)O)=O)=O	YRDXMZVRXISWSY-UHFFFAOYSA-N	chemaxon	valid
1144	C(C(C(O)=O)O)(CC(C)=O)=O	HQDSKRDASBLDQA-UHFFFAOYSA-N	chemaxon	valid
1145	C(C(C(CCC=O)=O)O)(O)=O	YIRKOYWUEHAZMC-UHFFFAOYSA-N	chemaxon	valid
1146	C(C(C(CCC(O)=O)=O)O)=O	KMMMAUNTRCSPJO-UHFFFAOYSA-N	chemaxon	valid
